index,period_start,period_end,symbol,source
SET100,2019-01-01,2019-06-30,TKN,SET50_100_H1_2019_revised.pdf
SET100,2019-01-01,2019-06-30,TMB,SET50_100_H1_2019_revised.pdf
SET100,2019-01-01,2019-06-30,TOA,SET50_100_H1_2019_revised.pdf
SET100,2019-01-01,2019-06-30,TOP,SET50_100_H1_2019_revised.pdf
SET100,2019-01-01,2019-06-30,TPIPP,SET50_100_H1_2019_revised.pdf
SET100,2019-01-01,2019-06-30,TRUE,SET50_100_H1_2019_revised.pdf
SET100,2019-01-01,2019-06-30,TTW,SET50_100_H1_2019_revised.pdf
SET100,2019-01-01,2019-06-30,TU,SET50_100_H1_2019_revised.pdf
SET100,2019-01-01,2019-06-30,TVO,SET50_100_H1_2019_revised.pdf
SET100,2019-01-01,2019-06-30,WHA,SET50_100_H1_2019_revised.pdf
SET100,2019-01-01,2019-06-30,WHAUP,SET50_100_H1_2019_revised.pdf
SET100,2019-01-01,2019-06-30,WORK,SET50_100_H1_2019_revised.pdf
SET100,2019-07-01,2019-12-31,AAV,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,ADVANC,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,AEONTS,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,AMATA,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,ANAN,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,AOT,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,AP,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,AWC,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,BANPU,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,BBL,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,BCH,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,BCP,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,BCPG,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,BDMS,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,BEC,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,BEM,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,BGRIM,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,BH,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,BJC,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,BLAND,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,BPP,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,BTS,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,CBG,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,CENTEL,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,CHG,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,CK,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,CKP,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,COM7,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,CPALL,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,CPF,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,CPN,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,DELTA,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,DTAC,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,EA,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,EGCO,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,EPG,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,ERW,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,ESSO,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,GFPT,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,GLOBAL,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,GPSC,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,GULF,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,GUNKUL,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,HANA,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,HMPRO,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,INTUCH,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,IRPC,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,IVL,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,JAS,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,JMT,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,KBANK,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,KCE,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,KKP,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,KTB,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,KTC,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,LH,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,MAJOR,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,MBK,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,MEGA,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,MINT,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,MTC,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,ORI,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,OSP,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,PLANB,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,PRM,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,PSH,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,PSL,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,PTG,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,PTT,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,PTTEP,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,PTTGC,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,QH,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,RATCH,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,ROBINS,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,RS,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,SAWAD,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,SCB,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,SCC,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,SGP,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,SIRI,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,SPALI,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,SPRC,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,STA,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,STEC,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,SUPER,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,TASCO,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,TCAP,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,THAI,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,THANI,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,TISCO,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,TKN,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,TMB,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,TOA,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,TOP,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,TPIPP,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,TRUE,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,TTW,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,TU,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,TVO,SET50_100_H2_2019_revised.pdf
SET100,2019-07-01,2019-12-31,WHA,SET50_100_H2_2019_revised.pdf
SET100,2020-01-01,2020-06-30,ADVANC,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,AEONTS,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,AMATA,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,AOT,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,AP,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,AWC,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,BANPU,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,BBL,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,BCH,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,BCP,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,BCPG,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,BDMS,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,BEC,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,BEM,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,BGC,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,BGRIM,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,BH,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,BJC,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,BPP,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,BTS,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,CBG,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,CENTEL,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,CHG,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,CK,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,CKP,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,COM7,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,CPALL,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,CPF,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,CPN,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,CRC,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,DELTA,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,DTAC,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,EA,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,EGCO,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,EPG,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,ERW,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,ESSO,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,GFPT,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,GLOBAL,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,GPSC,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,GULF,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,GUNKUL,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,HANA,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,HMPRO,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,INTUCH,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,IRPC,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,IVL,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,JAS,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,JMT,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,KBANK,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,KCE,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,KKP,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,KTB,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,KTC,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,LH,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,MAJOR,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,MBK,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,MEGA,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,MINT,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,MTC,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,ORI,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,OSP,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,PLANB,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,PRM,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,PSH,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,PSL,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,PTG,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,PTT,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,PTTEP,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,PTTGC,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,QH,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,RATCH,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,RS,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,SAWAD,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,SCB,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,SCC,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,SGP,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,SPALI,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,SPRC,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,STA,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,STEC,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,STPI,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,SUPER,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,TASCO,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,TCAP,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,THAI,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,THANI,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,THG,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,TISCO,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,TKN,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,TMB,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,TOA,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,TOP,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,TPIPP,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,TQM,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,TRUE,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,TTW,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,TU,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,VGI,SET50_100_H1_2020_revised.pdf
SET100,2020-01-01,2020-06-30,WHA,SET50_100_H1_2020_revised.pdf
SET100,2020-07-01,2020-12-31,AAV,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,ACE,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,ADVANC,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,AEONTS,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,AMATA,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,AOT,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,AP,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,AWC,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,BANPU,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,BBL,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,BCH,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,BCP,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,BCPG,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,BDMS,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,BEC,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,BEM,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,BGRIM,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,BH,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,BJC,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,BPP,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,BTS,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,CBG,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,CENTEL,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,CHG,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,CK,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,CKP,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,COM7,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,CPALL,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,CPF,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,CPN,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,CRC,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,DOHOME,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,DTAC,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,EA,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,EGCO,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,EPG,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,ESSO,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,GFPT,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,GLOBAL,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,GPSC,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,GULF,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,GUNKUL,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,HANA,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,HMPRO,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,INTUCH,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,IRPC,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,IVL,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,JAS,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,JMT,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,KBANK,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,KCE,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,KKP,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,KTB,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,KTC,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,LH,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,MAJOR,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,MEGA,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,MINT,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,MTC,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,ORI,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,OSP,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,PLANB,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,PRM,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,PSH,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,PTG,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,PTT,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,PTTEP,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,PTTGC,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,QH,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,RATCH,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,RBF,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,RS,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,SAWAD,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,SCB,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,SCC,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,SCGP,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,SGP,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,SIRI,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,SPALI,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,SPRC,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,STA,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,STEC,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,SUPER,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,TASCO,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,TCAP,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,THANI,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,TISCO,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,TKN,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,TMB,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,TOA,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,TOP,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,TPIPP,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,TQM,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,TRUE,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,TTW,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,TU,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,TVO,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,VGI,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,WHA,SET50_100_H2_2020_revised.pdf
SET100,2020-07-01,2020-12-31,WHAUP,SET50_100_H2_2020_revised.pdf
SET100,2021-01-01,2021-06-30,ACE,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,ADVANC,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,AEONTS,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,AMATA,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,AOT,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,AP,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,AWC,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,BAM,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,BANPU,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,BBL,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,BCH,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,BCP,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,BCPG,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,BDMS,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,BEC,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,BEM,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,BGRIM,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,BH,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,BJC,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,BPP,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,BTS,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,CBG,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,CENTEL,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,CHG,SET50_100_H1_2021_revised.pdf
SET100,2021-01-01,2021-06-30,CK,SET50_100_H1_2021_revised.pdf
